"gc","map"
0.639479,0.977334
0.647926,0.972301
0.660993,0.979231
0.651868,0.970879
0.660828,0.976599
0.645578,0.972001
0.638876,0.967294
0.641044,0.968769
0.646479,0.970586
0.599583,0.865911
0.608172,0.634409
0.616932,0.471399
0.584995,0.816924
0.636856,0.969041
0.656102,0.966912
0.648658,0.969481
0.640165,0.975584
0.622709,0.958519
0.621628,0.967383
0.613348,0.966865
0.607161,0.94419
0.633295,0.975011
0.65411,0.977357
0.648095,0.977087
0.640457,0.97823
0.633338,0.970467
0.616069,0.974487
0.617121,0.973288
0.615363,0.945159
0.639342,0.975493
0.619076,0.972309
0.613317,0.960619
0.596517,0.963384
0.622405,0.979149
0.623799,0.976125
0.629361,0.97581
0.629985,0.984411
0.625172,0.974238
0.595465,0.956751
0.600135,0.957059
0.618688,0.940114
0.588294,0.965012
0.551697,0.973703
0.565675,0.969498
0.569673,0.89722
0.526359,0.975113
0.519436,0.980204
0.521305,0.960862
0.529889,0.951729
0.597502,0.917519
0.610175,0.966162
0.61252,0.959461
0.57349,0.961172
0.561993,0.973069
0.584065,0.969606
0.596811,0.938741
0.602059,0.948155
0.57049,0.951811
0.578798,0.967201
0.584906,0.972445
0.573593,0.95708
0.610892,0.954231
0.604257,0.973145
0.641225,0.978462
0.650722,0.973881
0.639488,0.968954
0.637572,0.974995
0.635855,0.96788
0.607033,0.966974
0.599551,0.970216
0.618447,0.965901
0.633633,0.970861
0.619494,0.94813
0.629644,0.964876
0.606553,0.956368
0.605996,0.970905
0.608136,0.971625
0.621763,0.959531
0.608122,0.963102
0.606317,0.964469
0.624213,0.970053
0.650526,0.970884
0.655817,0.969553
0.651314,0.974028
0.653329,0.970499
0.652603,0.970853
0.63582,0.974363
0.635156,0.978534
0.61735,0.972681
0.59171,0.9449
0.604575,0.97164
0.605184,0.965993
0.640959,0.978104
0.642917,0.974644
0.646598,0.973534
0.631807,0.967989
0.599046,0.957363
0.627302,0.973401
0.601661,0.952444
0.62502,0.964716
0.616605,0.958694
0.617915,0.971517
0.565363,0.943613
0.532702,0.954392
0.579653,0.939492
0.563604,0.957142
0.583089,0.971685
0.602036,0.973846
0.619913,0.975941
0.626217,0.975654
0.63154,0.968826
0.617342,0.973012
0.59609,0.970851
0.536945,0.96598
0.528448,0.910658
0.547947,0.922792
0.566052,0.940203
0.452955,0.851436
0.515621,0.937362
0.448746,0.962927
0.50877,0.948896
0.483273,0.926085
0.542482,0.92437
0.551029,0.962937
0.501369,0.96999
0.483655,0.976011
0.462639,0.960759
0.517968,0.801419
0.573212,0.977818
0.610116,0.966442
0.627089,0.972301
0.601755,0.975059
0.611173,0.973662
0.597563,0.972365
0.59396,0.973057
0.592272,0.966065
0.623372,0.972594
0.636078,0.973792
0.628476,0.974459
0.623924,0.973389
0.614601,0.96527
0.626542,0.981644
0.583189,0.972946
0.567683,0.960238
0.597493,0.962228
0.625152,0.977573
0.644583,0.978464
0.656782,0.978161
0.64568,0.981072
0.640441,0.981821
0.649227,0.981388
0.651276,0.976162
0.657521,0.979539
0.650171,0.978549
0.635442,0.972523
0.598104,0.964182
0.579306,0.962344
0.590994,0.938113
0.568944,0.941225
0.592375,0.968675
0.607856,0.965836
0.641475,0.968346
0.639113,0.973292
0.647271,0.96917
0.642283,0.971467
0.626238,0.972955
0.607228,0.956381
0.473593,0.687869
0.624739,0.458224
0.586864,0.809573
0.591209,0.944881
0.600743,0.949112
0.588679,0.96283
0.608576,0.958494
0.58188,0.94682
0.609611,0.960178
0.620653,0.967656
0.652168,0.967469
0.65119,0.968853
0.643422,0.970766
0.648647,0.972445
0.656634,0.967844
0.653359,0.971776
0.655064,0.973451
0.648977,0.969217
0.627207,0.960698
0.632919,0.944903
0.645573,0.92685
0.622938,0.952212
0.623907,0.95442
0.630097,0.95146
0.624516,0.968821
0.626953,0.972365
0.599798,0.937073
0.592233,0.967056
0.595356,0.956769
0.609563,0.965129
0.639922,0.97667
0.635912,0.97416
0.613732,0.967864
0.591254,0.94802
0.598556,0.957462
0.61953,0.96809
0.629246,0.965498
0.619591,0.954451
0.606653,0.956637
0.602311,0.960057
0.627127,0.971669
0.647261,0.969942
0.64753,0.955917
0.650998,0.970172
0.644076,0.973868
0.624141,0.958454
0.631692,0.97433
0.646764,0.978082
0.642694,0.956143
0.611209,0.958414
0.61579,0.955309
0.629307,0.973372
0.636911,0.969134
0.618428,0.946531
0.634046,0.953081
0.643796,0.969512
0.629669,0.959877
0.636549,0.96046
0.624012,0.972994
0.602264,0.966979
0.611624,0.957864
0.612384,0.959376
0.642664,0.965073
0.607036,0.953561
0.633548,0.979016
0.640265,0.975162
0.657663,0.971043
0.65673,0.978961
0.649306,0.970162
0.616466,0.912633
0.623794,0.934828
0.633026,0.968368
0.618738,0.969676
0.622389,0.962665
0.619665,0.962425
0.640606,0.971303
0.646815,0.977294
0.648037,0.969109
0.624468,0.954597
0.597898,0.95075
0.6363,0.966937
0.65177,0.97513
0.64356,0.899036
0.655243,0.9759
0.653723,0.978511
0.655207,0.968667
0.657639,0.972975
0.651344,0.985564
0.648429,0.97722
0.612528,0.967626
0.58394,0.954198
0.600239,0.968284
0.625457,0.964806
0.633778,0.971607
0.617433,0.921976
0.627088,0.931455
